date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-08-20,SKU01433,150,0,7,30
2025-08-20,SKU01438,0,31,7,31
2025-08-20,SKU01547,0,49,7,49
2025-08-20,SKU01592,297,0,7,50
2025-08-20,SKU01645,338,0,7,83
2025-08-20,SKU01675,192,0,7,59
2025-08-20,SKU01677,0,128,7,128
2025-08-20,SKU01696,347,0,7,72
2025-08-20,SKU01754,365,0,7,67
2025-08-20,SKU01762,85,0,7,20
2025-08-20,SKU01775,0,29,7,29
2025-08-20,SKU01790,326,0,7,75
2025-08-20,SKU01792,466,0,7,97
2025-08-20,SKU01822,339,0,7,59
2025-08-20,SKU01828,178,0,7,45
2025-08-20,SKU01830,486,0,7,90
2025-08-20,SKU01834,145,0,7,31
2025-08-20,SKU01880,167,0,7,29
2025-08-20,SKU01911,437,0,7,89
2025-08-20,SKU01919,480,0,7,81
2025-08-20,SKU01970,240,0,7,57
2025-08-20,SKU01981,552,0,7,120
2025-08-20,SKU02055,178,0,7,52
2025-08-20,SKU02079,0,55,7,55
2025-08-20,SKU02088,0,57,7,57
2025-08-20,SKU02103,108,0,7,27
2025-08-20,SKU02104,292,0,7,91
2025-08-20,SKU02112,179,0,7,39
2025-08-20,SKU02142,140,0,7,30
2025-08-20,SKU02164,248,0,7,80
2025-08-20,SKU02209,231,0,7,68
2025-08-20,SKU02217,302,0,7,80
2025-08-20,SKU02224,498,0,7,120
2025-08-20,SKU02248,391,0,7,88
2025-08-20,SKU02268,0,94,7,94
2025-08-20,SKU02277,205,0,7,46
2025-08-20,SKU02355,0,42,7,42
2025-08-20,SKU02375,509,0,7,89
2025-08-20,SKU02381,0,88,7,88
2025-08-20,SKU02408,287,0,7,51
2025-08-20,SKU02471,121,0,7,33
2025-08-20,SKU02482,0,110,7,110
2025-08-20,SKU02501,374,0,7,81
2025-08-20,SKU02526,0,38,7,38
2025-08-20,SKU02543,0,76,7,76
2025-08-20,SKU02558,232,0,7,44
2025-08-20,SKU02566,509,0,7,88
2025-08-20,SKU02626,266,0,7,55
2025-08-20,SKU02675,98,0,7,32
2025-08-20,SKU02683,0,37,7,37
2025-08-20,SKU02728,349,0,7,97
2025-08-20,SKU02822,512,0,7,89
2025-08-20,SKU02842,271,0,7,57
2025-08-20,SKU02892,0,50,7,50
2025-08-20,SKU02938,344,0,7,77
2025-08-20,SKU02950,0,98,7,98
2025-08-20,SKU02999,392,0,7,83
2025-08-20,SKU03005,455,0,7,80
2025-08-20,SKU03030,0,94,7,94
2025-08-20,SKU03036,190,0,7,45
2025-08-20,SKU03058,392,0,7,81
2025-08-20,SKU03063,0,45,7,45
2025-08-20,SKU03105,160,0,7,27
2025-08-20,SKU03150,328,0,7,99
2025-08-20,SKU03210,198,0,7,48
2025-08-20,SKU03251,182,0,7,41
2025-08-20,SKU03291,325,0,7,88
2025-08-20,SKU03323,0,59,7,59
2025-08-20,SKU03376,385,0,7,82
2025-08-20,SKU03428,431,0,7,85
2025-08-20,SKU03476,0,147,7,147
2025-08-20,SKU03492,431,0,7,77
2025-08-20,SKU03493,497,0,7,95
2025-08-20,SKU03523,212,0,7,54
2025-08-20,SKU03546,0,53,7,53
2025-08-20,SKU03583,256,0,7,63
2025-08-20,SKU03619,272,0,7,50
2025-08-20,SKU03624,275,0,7,70
2025-08-20,SKU03634,311,0,7,69
2025-08-20,SKU03702,0,94,7,94
2025-08-20,SKU03740,374,0,7,96
2025-08-20,SKU03773,220,0,7,52
2025-08-20,SKU03805,115,0,7,32
2025-08-20,SKU03822,133,0,7,35
2025-08-20,SKU03863,405,0,7,84
2025-08-20,SKU03864,271,0,7,67
2025-08-20,SKU04012,0,79,7,79
2025-08-20,SKU04041,0,29,7,29
2025-08-20,SKU04062,164,0,7,44
2025-08-20,SKU04153,339,0,7,61
2025-08-20,SKU04154,0,70,7,70
2025-08-20,SKU04194,380,0,7,77
2025-08-20,SKU04228,83,0,7,21
2025-08-20,SKU04236,231,0,7,58
2025-08-20,SKU04245,0,93,7,93
2025-08-20,SKU04261,249,0,7,57
2025-08-20,SKU04265,361,0,7,84
2025-08-20,SKU04305,0,34,7,34
2025-08-20,SKU04346,0,30,7,30
2025-08-20,SKU04350,0,70,7,70
2025-08-20,SKU04392,275,0,7,46
2025-08-20,SKU04414,264,0,7,65
2025-08-20,SKU04443,610,0,7,139
2025-08-20,SKU04453,0,33,7,33
2025-08-20,SKU04461,320,0,7,64
2025-08-20,SKU04475,402,0,7,97
2025-08-20,SKU04532,270,0,7,60
2025-08-20,SKU04554,467,0,7,90
2025-08-20,SKU04566,139,0,7,30
2025-08-20,SKU04574,0,83,7,83
2025-08-20,SKU04627,0,43,7,43
2025-08-20,SKU04670,267,0,7,49
2025-08-20,SKU04679,766,0,7,176
2025-08-20,SKU04710,0,29,7,29
2025-08-20,SKU04717,254,0,7,61
2025-08-20,SKU04849,132,0,7,25
2025-08-20,SKU04888,169,0,7,56
2025-08-20,SKU04945,476,0,7,82
2025-08-20,SKU04953,326,0,7,64
2025-08-21,SKU00002,0,60,7,60
2025-08-21,SKU00012,130,0,7,42
2025-08-21,SKU00062,0,25,7,25
2025-08-21,SKU00090,280,0,7,64
2025-08-21,SKU00105,167,0,7,28
2025-08-21,SKU00167,113,0,7,21
2025-08-21,SKU00186,452,0,7,112
2025-08-21,SKU00263,0,44,7,44
2025-08-21,SKU00331,133,0,7,36
2025-08-21,SKU00363,0,79,7,79
2025-08-21,SKU00376,0,112,7,112
2025-08-21,SKU00402,169,0,7,52
2025-08-21,SKU00416,0,75,7,75
2025-08-21,SKU00445,0,184,7,184
2025-08-21,SKU00498,384,0,7,70
2025-08-21,SKU00507,302,0,7,81
2025-08-21,SKU00531,0,27,7,27
2025-08-21,SKU00535,208,0,7,56
2025-08-21,SKU00571,197,0,7,64
2025-08-21,SKU00592,502,0,7,86
2025-08-21,SKU00638,197,0,7,54
2025-08-21,SKU00691,164,0,7,46
2025-08-21,SKU00788,174,0,7,49
2025-08-21,SKU00837,305,0,7,74
2025-08-21,SKU00953,0,38,7,38
2025-08-21,SKU00972,350,0,7,63
2025-08-21,SKU00976,0,181,7,181
2025-08-21,SKU00987,494,0,7,84
2025-08-21,SKU00994,0,83,7,83
2025-08-21,SKU01009,0,74,7,74
2025-08-21,SKU01032,114,0,7,23
2025-08-21,SKU01034,340,0,7,59
2025-08-21,SKU01037,0,77,7,77
2025-08-21,SKU01070,251,0,7,60
2025-08-21,SKU01075,351,0,7,64
2025-08-21,SKU01112,370,0,7,104
2025-08-21,SKU01153,0,29,7,29
2025-08-21,SKU01167,145,0,7,48
2025-08-21,SKU01187,469,0,7,89
2025-08-21,SKU01287,297,0,7,83
2025-08-21,SKU01310,593,0,7,148
2025-08-21,SKU01370,0,43,7,43
2025-08-21,SKU01414,0,70,7,70
2025-08-21,SKU01485,0,51,7,51
2025-08-21,SKU01538,178,0,7,32
2025-08-21,SKU01558,463,0,7,92
2025-08-21,SKU01592,101,0,7,23
2025-08-21,SKU01649,527,0,7,144
2025-08-21,SKU01678,418,0,7,72
2025-08-21,SKU01684,132,0,7,40
2025-08-21,SKU01685,0,23,7,23
2025-08-21,SKU01696,719,0,7,166
2025-08-21,SKU01751,0,21,7,21
2025-08-21,SKU01781,565,0,7,97
2025-08-21,SKU01828,363,0,7,70
2025-08-21,SKU01854,198,0,7,48
2025-08-21,SKU01857,300,0,7,78
2025-08-21,SKU01874,395,0,7,92
2025-08-21,SKU01906,556,0,7,96
2025-08-21,SKU01911,226,0,7,50
2025-08-21,SKU01981,95,0,7,30
2025-08-21,SKU02046,0,88,7,88
2025-08-21,SKU02055,274,0,7,65
2025-08-21,SKU02068,0,82,7,82
2025-08-21,SKU02094,428,0,7,91
2025-08-21,SKU02112,988,0,7,206
2025-08-21,SKU02172,299,0,7,50
2025-08-21,SKU02176,0,97,7,97
2025-08-21,SKU02194,780,0,7,145
2025-08-21,SKU02209,222,0,7,41
2025-08-21,SKU02351,391,0,7,85
2025-08-21,SKU02355,0,27,7,27
2025-08-21,SKU02446,230,0,7,74
2025-08-21,SKU02462,0,47,7,47
2025-08-21,SKU02526,0,38,7,38
2025-08-21,SKU02533,140,0,7,31
2025-08-21,SKU02534,518,0,7,87
2025-08-21,SKU02584,114,0,7,29
2025-08-21,SKU02657,0,61,7,61
2025-08-21,SKU02681,289,0,7,52
2025-08-21,SKU02722,407,0,7,93
2025-08-21,SKU02728,218,0,7,43
2025-08-21,SKU02737,0,81,7,81
2025-08-21,SKU02763,376,0,7,94
2025-08-21,SKU02858,0,90,7,90
2025-08-21,SKU02871,373,0,7,74
2025-08-21,SKU02877,201,0,7,44
2025-08-21,SKU02911,142,0,7,28
2025-08-21,SKU02930,0,75,7,75
2025-08-21,SKU02938,565,0,7,148
2025-08-21,SKU02946,442,0,7,114
2025-08-21,SKU03053,0,23,7,23
2025-08-21,SKU03057,0,66,7,66
2025-08-21,SKU03073,443,0,7,98
2025-08-21,SKU03090,217,0,7,49
2025-08-21,SKU03092,132,0,7,33
2025-08-21,SKU03105,103,0,7,22
2025-08-21,SKU03171,0,92,7,92
2025-08-21,SKU03220,91,0,7,23
2025-08-21,SKU03230,151,0,7,28
2025-08-21,SKU03254,129,0,7,24
2025-08-21,SKU03266,264,0,7,77
2025-08-21,SKU03274,0,49,7,49
2025-08-21,SKU03286,409,0,7,80
2025-08-21,SKU03323,0,21,7,21
2025-08-21,SKU03347,212,0,7,47
2025-08-21,SKU03349,286,0,7,50
2025-08-21,SKU03353,0,62,7,62
2025-08-21,SKU03457,519,0,7,112
2025-08-21,SKU03520,118,0,7,39
2025-08-21,SKU03574,230,0,7,48
2025-08-21,SKU03582,107,0,7,30
2025-08-21,SKU03592,266,0,7,61
2025-08-21,SKU03619,201,0,7,37
2025-08-21,SKU03621,166,0,7,46
2025-08-21,SKU03737,120,0,7,21
2025-08-21,SKU03840,0,69,7,69
2025-08-21,SKU03851,0,98,7,98
2025-08-21,SKU03864,253,0,7,75
2025-08-21,SKU03907,0,54,7,54
2025-08-21,SKU04019,248,0,7,44
2025-08-21,SKU04052,182,0,7,37
2025-08-21,SKU04053,385,0,7,90
2025-08-21,SKU04126,0,29,7,29
2025-08-21,SKU04222,397,0,7,68
2025-08-21,SKU04244,421,0,7,76
2025-08-21,SKU04305,0,87,7,87
2025-08-21,SKU04315,0,21,7,21
2025-08-21,SKU04346,0,74,7,74
2025-08-21,SKU04352,345,0,7,98
2025-08-21,SKU04425,475,0,7,99
2025-08-21,SKU04443,336,0,7,64
2025-08-21,SKU04476,0,77,7,77
2025-08-21,SKU04489,0,49,7,49
2025-08-21,SKU04505,580,0,7,99
2025-08-21,SKU04532,397,0,7,108
2025-08-21,SKU04653,420,0,7,85
2025-08-21,SKU04654,375,0,7,91
2025-08-21,SKU04664,461,0,7,96
2025-08-21,SKU04665,381,0,7,65
2025-08-21,SKU04710,0,74,7,74
2025-08-21,SKU04729,159,0,7,44
2025-08-21,SKU04747,373,0,7,73
2025-08-21,SKU04753,96,0,7,23
2025-08-21,SKU04757,215,0,7,36
2025-08-21,SKU04768,340,0,7,74
2025-08-21,SKU04795,358,0,7,64
2025-08-21,SKU04847,0,99,7,99
2025-08-21,SKU04901,255,0,7,51
2025-08-21,SKU04913,0,79,7,79
2025-08-21,SKU04958,145,0,7,33
2025-08-21,SKU04996,401,0,7,90
2025-08-21,SKU05000,420,0,7,78
2025-08-22,SKU00062,0,75,7,75
2025-08-22,SKU00090,343,0,7,100
2025-08-22,SKU00167,240,0,7,42
2025-08-22,SKU00170,117,0,7,38
2025-08-22,SKU00173,270,0,7,89
2025-08-22,SKU00186,108,0,7,27
2025-08-22,SKU00262,629,0,7,160
2025-08-22,SKU00531,0,75,7,75
2025-08-22,SKU00584,470,0,7,95
2025-08-22,SKU00598,98,0,7,30
2025-08-22,SKU00608,113,0,7,21
2025-08-22,SKU00638,211,0,7,42
2025-08-22,SKU00679,169,0,7,53
2025-08-22,SKU00691,153,0,7,41
2025-08-22,SKU00774,0,28,7,28
2025-08-22,SKU00821,152,0,7,35
2025-08-22,SKU00845,0,29,7,29
2025-08-22,SKU00858,573,0,7,97
2025-08-22,SKU00954,222,0,7,57
2025-08-22,SKU00978,561,0,7,130
2025-08-22,SKU00994,0,98,7,98
2025-08-22,SKU00996,0,78,7,78
2025-08-22,SKU01009,0,109,7,109
2025-08-22,SKU01023,455,0,7,98
2025-08-22,SKU01032,113,0,7,23
2025-08-22,SKU01037,0,34,7,34
2025-08-22,SKU01038,206,0,7,52
2025-08-22,SKU01104,190,0,7,62
2025-08-22,SKU01133,338,0,7,90
2025-08-22,SKU01153,0,90,7,90
2025-08-22,SKU01164,0,86,7,86
2025-08-22,SKU01303,369,0,7,75
2025-08-22,SKU01317,0,70,7,70
2025-08-22,SKU01318,119,0,7,26
2025-08-22,SKU01337,228,0,7,45
2025-08-22,SKU01339,264,0,7,79
2025-08-22,SKU01340,309,0,7,59
2025-08-22,SKU01371,0,26,7,26
2025-08-22,SKU01413,658,0,7,143
2025-08-22,SKU01428,538,0,7,102
2025-08-22,SKU01466,0,61,7,61
2025-08-22,SKU01495,168,0,7,42
2025-08-22,SKU01567,265,0,7,76
2025-08-22,SKU01568,402,0,7,100
2025-08-22,SKU01649,136,0,7,28
2025-08-22,SKU01651,157,0,7,30
2025-08-22,SKU01733,126,0,7,30
2025-08-22,SKU01781,121,0,7,26
2025-08-22,SKU01851,179,0,7,58
2025-08-22,SKU01854,289,0,7,57
2025-08-22,SKU01874,154,0,7,51
2025-08-22,SKU01903,561,0,7,95
2025-08-22,SKU01906,251,0,7,79
2025-08-22,SKU01911,110,0,7,20
2025-08-22,SKU01919,107,0,7,22
2025-08-22,SKU01981,206,0,7,61
2025-08-22,SKU02070,266,0,7,48
2025-08-22,SKU02075,186,0,7,40
2025-08-22,SKU02112,694,0,7,133
2025-08-22,SKU02128,80,0,7,24
2025-08-22,SKU02155,0,170,7,170
2025-08-22,SKU02209,136,0,7,28
2025-08-22,SKU02211,321,0,7,63
2025-08-22,SKU02223,129,0,7,27
2025-08-22,SKU02255,549,0,7,97
2025-08-22,SKU02268,0,149,7,149
2025-08-22,SKU02421,99,0,7,28
2025-08-22,SKU02446,147,0,7,35
2025-08-22,SKU02449,0,65,7,65
2025-08-22,SKU02482,0,55,7,55
2025-08-22,SKU02501,592,0,7,121
2025-08-22,SKU02526,0,61,7,61
2025-08-22,SKU02541,295,0,7,87
2025-08-22,SKU02570,94,0,7,25
2025-08-22,SKU02576,422,0,7,83
2025-08-22,SKU02580,162,0,7,28
2025-08-22,SKU02584,146,0,7,41
2025-08-22,SKU02639,139,0,7,40
2025-08-22,SKU02683,0,75,7,75
2025-08-22,SKU02722,704,0,7,139
2025-08-22,SKU02822,389,0,7,83
2025-08-22,SKU02892,0,52,7,52
2025-08-22,SKU02897,337,0,7,65
2025-08-22,SKU02898,0,69,7,69
2025-08-22,SKU02907,120,0,7,31
2025-08-22,SKU02915,239,0,7,78
2025-08-22,SKU02923,0,161,7,161
2025-08-22,SKU02930,0,66,7,66
2025-08-22,SKU02946,594,0,7,126
2025-08-22,SKU02997,217,0,7,52
2025-08-22,SKU03014,350,0,7,93
2025-08-22,SKU03030,0,50,7,50
2025-08-22,SKU03053,0,80,7,80
2025-08-22,SKU03058,220,0,7,57
2025-08-22,SKU03073,122,0,7,37
2025-08-22,SKU03177,255,0,7,52
2025-08-22,SKU03220,138,0,7,46
2025-08-22,SKU03230,538,0,7,91
2025-08-22,SKU03274,0,38,7,38
2025-08-22,SKU03323,0,68,7,68
2025-08-22,SKU03416,213,0,7,55
2025-08-22,SKU03425,0,56,7,56
2025-08-22,SKU03484,306,0,7,75
2025-08-22,SKU03603,280,0,7,93
2025-08-22,SKU03622,0,32,7,32
2025-08-22,SKU03633,0,100,7,100
2025-08-22,SKU03740,275,0,7,51
2025-08-22,SKU03743,0,100,7,100
2025-08-22,SKU03749,297,0,7,84
2025-08-22,SKU03807,189,0,7,52
2025-08-22,SKU03840,0,48,7,48
2025-08-22,SKU03848,169,0,7,29
2025-08-22,SKU03884,528,0,7,94
2025-08-22,SKU03932,182,0,7,45
2025-08-22,SKU03935,199,0,7,35
2025-08-22,SKU03941,780,0,7,148
2025-08-22,SKU03968,319,0,7,80
2025-08-22,SKU03975,431,0,7,90
2025-08-22,SKU03991,120,0,7,35
2025-08-22,SKU04016,0,51,7,51
2025-08-22,SKU04073,346,0,7,59
2025-08-22,SKU04105,0,73,7,73
2025-08-22,SKU04126,0,34,7,34
2025-08-22,SKU04158,383,0,7,86
2025-08-22,SKU04222,217,0,7,41
2025-08-22,SKU04249,300,0,7,86
2025-08-22,SKU04401,287,0,7,82
2025-08-22,SKU04409,270,0,7,68
2025-08-22,SKU04412,318,0,7,70
2025-08-22,SKU04414,531,0,7,100
2025-08-22,SKU04489,0,74,7,74
2025-08-22,SKU04526,489,0,7,92
2025-08-22,SKU04561,198,0,7,34
2025-08-22,SKU04562,0,74,7,74
2025-08-22,SKU04580,79,0,7,24
2025-08-22,SKU04729,194,0,7,38
2025-08-22,SKU04741,409,0,7,70
2025-08-22,SKU04753,120,0,7,29
2025-08-22,SKU04756,0,23,7,23
2025-08-22,SKU04757,305,0,7,64
2025-08-22,SKU04768,327,0,7,55
2025-08-22,SKU04783,0,72,7,72
2025-08-22,SKU04795,126,0,7,35
2025-08-22,SKU04856,215,0,7,57
2025-08-22,SKU04887,527,0,7,111
2025-08-22,SKU04888,199,0,7,52
2025-08-22,SKU04901,244,0,7,72
2025-08-22,SKU04905,166,0,7,30
2025-08-22,SKU04913,0,85,7,85
2025-08-22,SKU04955,283,0,7,87
2025-08-22,SKU04987,981,0,7,188
2025-08-23,SKU00105,160,0,7,39
2025-08-23,SKU00173,280,0,7,90
2025-08-23,SKU00186,105,0,7,34
2025-08-23,SKU00237,677,0,7,194
2025-08-23,SKU00262,112,0,7,20
2025-08-23,SKU00305,224,0,7,51
2025-08-23,SKU00350,503,0,7,111
2025-08-23,SKU00389,502,0,7,96
2025-08-23,SKU00437,302,0,7,77
2025-08-23,SKU00462,343,0,7,65
2025-08-23,SKU00484,0,86,7,86
2025-08-23,SKU00500,0,54,7,54
2025-08-23,SKU00501,323,0,7,61
2025-08-23,SKU00521,320,0,7,83
2025-08-23,SKU00532,417,0,7,84
2025-08-23,SKU00538,0,107,7,107
2025-08-23,SKU00546,116,0,7,28
2025-08-23,SKU00551,305,0,7,85
2025-08-23,SKU00585,315,0,7,97
2025-08-23,SKU00592,378,0,7,75
2025-08-23,SKU00638,111,0,7,21
2025-08-23,SKU00706,399,0,7,71
2025-08-23,SKU00855,241,0,7,53
2025-08-23,SKU00874,137,0,7,38
2025-08-23,SKU00890,201,0,7,50
2025-08-23,SKU00893,0,32,7,32
2025-08-23,SKU00906,181,0,7,40
2025-08-23,SKU00953,0,21,7,21
2025-08-23,SKU00976,0,65,7,65
2025-08-23,SKU00996,0,31,7,31
2025-08-23,SKU01031,217,0,7,72
2025-08-23,SKU01068,415,0,7,70
2025-08-23,SKU01075,479,0,7,87
2025-08-23,SKU01133,420,0,7,92
2025-08-23,SKU01200,114,0,7,30
2025-08-23,SKU01317,0,45,7,45
2025-08-23,SKU01318,234,0,7,66
2025-08-23,SKU01371,0,86,7,86
2025-08-23,SKU01414,0,98,7,98
2025-08-23,SKU01485,0,64,7,64
2025-08-23,SKU01538,191,0,7,43
2025-08-23,SKU01558,669,0,7,171
2025-08-23,SKU01567,174,0,7,41
2025-08-23,SKU01592,112,0,7,27
2025-08-23,SKU01662,0,68,7,68
2025-08-23,SKU01674,119,0,7,27
2025-08-23,SKU01675,264,0,7,67
2025-08-23,SKU01684,198,0,7,65
2025-08-23,SKU01685,0,43,7,43
2025-08-23,SKU01696,126,0,7,28
2025-08-23,SKU01717,283,0,7,58
2025-08-23,SKU01775,0,89,7,89
2025-08-23,SKU01784,0,29,7,29
2025-08-23,SKU01827,548,0,7,142
2025-08-23,SKU01911,116,0,7,32
2025-08-23,SKU01970,313,0,7,75
2025-08-23,SKU01993,0,21,7,21
2025-08-23,SKU02057,547,0,7,118
2025-08-23,SKU02064,341,0,7,60
2025-08-23,SKU02079,0,93,7,93
2025-08-23,SKU02088,0,134,7,134
2025-08-23,SKU02112,90,0,7,21
2025-08-23,SKU02114,424,0,7,73
2025-08-23,SKU02205,134,0,7,23
2025-08-23,SKU02209,496,0,7,84
2025-08-23,SKU02247,0,85,7,85
2025-08-23,SKU02253,347,0,7,97
2025-08-23,SKU02340,0,21,7,21
2025-08-23,SKU02375,220,0,7,44
2025-08-23,SKU02376,449,0,7,97
2025-08-23,SKU02425,278,0,7,51
2025-08-23,SKU02449,0,47,7,47
2025-08-23,SKU02567,286,0,7,79
2025-08-23,SKU02584,191,0,7,47
2025-08-23,SKU02660,0,25,7,25
2025-08-23,SKU02683,0,141,7,141
2025-08-23,SKU02686,254,0,7,53
2025-08-23,SKU02722,113,0,7,30
2025-08-23,SKU02747,0,51,7,51
2025-08-23,SKU02776,0,74,7,74
2025-08-23,SKU02840,0,84,7,84
2025-08-23,SKU02871,299,0,7,69
2025-08-23,SKU02999,321,0,7,88
2025-08-23,SKU03036,192,0,7,50
2025-08-23,SKU03088,0,31,7,31
2025-08-23,SKU03105,126,0,7,30
2025-08-23,SKU03192,525,0,7,129
2025-08-23,SKU03257,331,0,7,63
2025-08-23,SKU03259,0,54,7,54
2025-08-23,SKU03290,183,0,7,36
2025-08-23,SKU03347,164,0,7,37
2025-08-23,SKU03357,195,0,7,59
2025-08-23,SKU03416,294,0,7,69
2025-08-23,SKU03425,0,76,7,76
2025-08-23,SKU03441,755,0,7,133
2025-08-23,SKU03535,0,37,7,37
2025-08-23,SKU03546,0,67,7,67
2025-08-23,SKU03548,154,0,7,31
2025-08-23,SKU03603,730,0,7,156
2025-08-23,SKU03621,456,0,7,87
2025-08-23,SKU03633,0,32,7,32
2025-08-23,SKU03740,290,0,7,51
2025-08-23,SKU03773,413,0,7,90
2025-08-23,SKU03803,266,0,7,51
2025-08-23,SKU03807,302,0,7,85
2025-08-23,SKU03837,443,0,7,91
2025-08-23,SKU03840,0,127,7,127
2025-08-23,SKU03848,142,0,7,43
2025-08-23,SKU03851,0,92,7,92
2025-08-23,SKU03863,424,0,7,77
2025-08-23,SKU03905,157,0,7,27
2025-08-23,SKU03935,531,0,7,94
2025-08-23,SKU03950,428,0,7,95
2025-08-23,SKU04032,0,59,7,59
2025-08-23,SKU04041,0,46,7,46
2025-08-23,SKU04046,0,67,7,67
2025-08-23,SKU04054,406,0,7,72
2025-08-23,SKU04106,329,0,7,74
2025-08-23,SKU04126,0,59,7,59
2025-08-23,SKU04140,0,98,7,98
2025-08-23,SKU04217,479,0,7,85
2025-08-23,SKU04236,477,0,7,97
2025-08-23,SKU04249,448,0,7,78
2025-08-23,SKU04305,0,27,7,27
2025-08-23,SKU04318,0,109,7,109
2025-08-23,SKU04350,0,55,7,55
2025-08-23,SKU04476,0,79,7,79
2025-08-23,SKU04491,857,0,7,184
2025-08-23,SKU04499,342,0,7,99
2025-08-23,SKU04551,0,75,7,75
2025-08-23,SKU04571,0,84,7,84
2025-08-23,SKU04607,397,0,7,92
2025-08-23,SKU04633,0,59,7,59
2025-08-23,SKU04652,345,0,7,59
2025-08-23,SKU04664,316,0,7,63
2025-08-23,SKU04665,283,0,7,82
2025-08-23,SKU04693,172,0,7,43
2025-08-23,SKU04710,0,38,7,38
2025-08-23,SKU04797,90,0,7,23
2025-08-23,SKU04919,354,0,7,66
2025-08-23,SKU04953,121,0,7,30
2025-08-23,SKU04955,303,0,7,79
2025-08-24,SKU00002,0,140,7,140
2025-08-24,SKU00020,0,99,7,99
2025-08-24,SKU00066,72,0,7,23
2025-08-24,SKU00079,0,145,7,145
2025-08-24,SKU00150,185,0,7,41
2025-08-24,SKU00177,0,30,7,30
2025-08-24,SKU00254,0,20,7,20
2025-08-24,SKU00262,187,0,7,50
2025-08-24,SKU00291,0,93,7,93
2025-08-24,SKU00317,358,0,7,92
2025-08-24,SKU00331,92,0,7,30
2025-08-24,SKU00350,624,0,7,146
2025-08-24,SKU00354,269,0,7,75
2025-08-24,SKU00355,132,0,7,26
2025-08-24,SKU00385,387,0,7,116
2025-08-24,SKU00416,0,25,7,25
2025-08-24,SKU00421,734,0,7,157
2025-08-24,SKU00466,134,0,7,38
2025-08-24,SKU00501,179,0,7,41
2025-08-24,SKU00506,0,28,7,28
2025-08-24,SKU00538,0,52,7,52
2025-08-24,SKU00546,486,0,7,110
2025-08-24,SKU00631,1326,0,7,269
2025-08-24,SKU00662,222,0,7,44
2025-08-24,SKU00692,0,105,7,105
2025-08-24,SKU00728,0,36,7,36
2025-08-24,SKU00749,213,0,7,58
2025-08-24,SKU00823,0,96,7,96
2025-08-24,SKU00830,0,52,7,52
2025-08-24,SKU00855,492,0,7,110
2025-08-24,SKU00860,154,0,7,30
2025-08-24,SKU00874,199,0,7,65
2025-08-24,SKU00890,472,0,7,87
2025-08-24,SKU00920,0,87,7,87
2025-08-24,SKU00936,408,0,7,92
2025-08-24,SKU00986,353,0,7,65
2025-08-24,SKU00996,0,88,7,88
2025-08-24,SKU01009,0,92,7,92
2025-08-24,SKU01023,139,0,7,43
2025-08-24,SKU01042,199,0,7,43
2025-08-24,SKU01068,108,0,7,21
2025-08-24,SKU01133,561,0,7,95
2025-08-24,SKU01187,330,0,7,69
2025-08-24,SKU01189,0,186,7,186
2025-08-24,SKU01200,300,0,7,87
2025-08-24,SKU01339,239,0,7,40
2025-08-24,SKU01370,0,50,7,50
2025-08-24,SKU01407,205,0,7,42
2025-08-24,SKU01420,0,78,7,78
2025-08-24,SKU01438,0,45,7,45
2025-08-24,SKU01457,149,0,7,30
2025-08-24,SKU01485,0,46,7,46
2025-08-24,SKU01542,171,0,7,54
2025-08-24,SKU01567,316,0,7,58
2025-08-24,SKU01578,0,32,7,32
2025-08-24,SKU01592,294,0,7,71
2025-08-24,SKU01643,117,0,7,27
2025-08-24,SKU01662,0,25,7,25
2025-08-24,SKU01677,0,161,7,161
2025-08-24,SKU01685,0,57,7,57
2025-08-24,SKU01766,556,0,7,137
2025-08-24,SKU01781,313,0,7,82
2025-08-24,SKU01784,0,51,7,51
2025-08-24,SKU01790,213,0,7,59
2025-08-24,SKU01939,177,0,7,59
2025-08-24,SKU01988,0,179,7,179
2025-08-24,SKU02103,171,0,7,35
2025-08-24,SKU02104,363,0,7,98
2025-08-24,SKU02112,353,0,7,64
2025-08-24,SKU02114,258,0,7,44
2025-08-24,SKU02205,205,0,7,68
2025-08-24,SKU02247,0,34,7,34
2025-08-24,SKU02340,0,167,7,167
2025-08-24,SKU02408,710,0,7,152
2025-08-24,SKU02446,370,0,7,65
2025-08-24,SKU02449,0,95,7,95
2025-08-24,SKU02462,0,49,7,49
2025-08-24,SKU02471,121,0,7,35
2025-08-24,SKU02514,189,0,7,47
2025-08-24,SKU02520,297,0,7,62
2025-08-24,SKU02531,0,54,7,54
2025-08-24,SKU02567,369,0,7,91
2025-08-24,SKU02584,232,0,7,47
2025-08-24,SKU02626,399,0,7,89
2025-08-24,SKU02648,0,100,7,100
2025-08-24,SKU02660,0,46,7,46
2025-08-24,SKU02662,351,0,7,61
2025-08-24,SKU02686,94,0,7,27
2025-08-24,SKU02710,228,0,7,47
2025-08-24,SKU02718,644,0,7,136
2025-08-24,SKU02722,570,0,7,99
2025-08-24,SKU02728,183,0,7,38
2025-08-24,SKU02892,0,56,7,56
2025-08-24,SKU02915,343,0,7,99
2025-08-24,SKU02938,204,0,7,59
2025-08-24,SKU03014,261,0,7,77
2025-08-24,SKU03057,0,20,7,20
2025-08-24,SKU03105,265,0,7,80
2025-08-24,SKU03171,0,61,7,61
2025-08-24,SKU03179,89,0,7,25
